1,review,sentiment
595,"With Harry Callahan getting up in years, the inevitable `old man with a chip on his shoulder' story had to come into play eventually. Callahan, looking fragile sometimes and out of place, his demeanor still was unwavering. Thankfully, this film took some time off to develop a different type of story, one that might reinvent the Dirty Harry and the whole genre. While the film fell short in doing so, it was still an excellent addition to the series, even if it was getting a little out of place during a time of silly fashion trends and New Wave music.",positive
596,"There are a few spoilers in this comment!!<br /><br />Contrary to the comments I just read by nativetex4u and a few others, I really liked the movie and would love to see it as a weekly series.<br /><br />I am a Judson Mills fan but also a huge Chuck Norris fan and while I'll admit that a few of the action scenes may have stretched the line a little, the storyline fit right in with other weekly series that are currently being aired.<br /><br />The opening fifteen minutes with Deke running from the bad guys after blowing up their missiles was very action packed. I do fail to see how that many ""professionals"" weren't able to hit a moving target, but the action was definitely there and Deke, being the hero, had to survive.<br /><br />As for the comment about needing to ""get the movie in the can to fill the time slot after the playoffs."" This movie was not originally scheduled by CBS for a January airing and filming was completed in May of 2001, a good 4 months before the terrorist attacks against the U.S.<br /><br />If the writer of the comment had been paying attention to the movie instead of trying to avoid it, maybe they would have realized the plot of the story: Rashid, a Bin Laden like character, planned to set off a nuclear device in the United States. The President's Man was called in to locate and eliminate the problem.<br /><br />Perhaps the writer should actually WATCH the movie before attempting to comment on it.<br /><br />",positive
597,"Trust the excellent and accurate Junagadh75 review! This film is compelling and moving in that roughest, most brutally beautiful film-masterpiece ""way"". File under UNFORGETTABLE STRONG MEAT. Or FILMS THAT HOWL AT THE MOON. Pixote gets into your nervous system and elevates you despite the pain on the screen. Here's an unrelated list of films that did the same thing for me, i.e. ""engaged, destroyed, transformed,inspired, resonated... this category transcends nerdy film top ten lists that seek film perfection. ""A Woman Under the Influence"" , ""Wiseblood"", ""Wages of Fear"" ""Saint Jack"" ""Funny Bones"" ""Out of the Blue"".",positive
598,"At first I wasn't sure if I wanted to watch this movie when it came up on my guide so I looked it up on IMDb and thought the cover looked pretty cool so I thought I would give it a try expecting a movie like Elephant.<br /><br />Once I got past the fact that I am supposed to dislike the Alicia character played excellently by Busy Phillips, I realized what a good job this movie was doing toward setting up the relationship between Alicia and Deanna. Alicia is so mean to Deanna played by Erika Christensen almost throughout the entire movie but we eventually find out that they despite being polar opposites they have one thing in common besides being present at the shooting. They share loneliness and to what extent is revealed as the film progresses.<br /><br />I've just got to say how much I loved this movie and was glad to see all of the positive comments about it. I couldn't even get through Elephant because it just seemed to be exploiting the Columbine tragedy. This movie on the other hand was compelling and realistic. Busy Phillips acting is OFF the CHAIN!!! That is a good thing and I would love to see her progress into some more mature roles.",positive
599,"After reading several comments, I felt I had to add in my two cents as well. ""Sorrow Lost"" is one of the most memorable shorts I think I have ever seen. I had gotten the chance to see this at the New York Independent Film Festival. I felt that this movie was incredibly beautiful and emotional. The story was beautifully complex - especially for such a short amount of time. The story is focused on a young girl who is victimized by her abusive father. She is soon given the choice to ""stop"" him by a demon played by ""Witchblade's Eric Etebari."" Having watched the show, I was amazingly impressed with how he played such unique and different character. I never knew he could act so well! His character was deeply complex and he was very persuasive. The acting was absolutely superb by him. The girl's was okay and the father's was decent. There is also death in this who follows the girl around until she is able to escape from her future. The effects and cinematography were absolutely mind blowing. I wonder if they had at least a hundred thousand budget for this. It is rare you get to see such a high quality short. The opening was absolutely breathtaking comparable with any major feature film. This isn't to say that it's not without its flaws - I thought it took a little to get going and the intro was a little long. But this stuck in my head days after watching it. There are very few shorts with this level of quality.",positive
600,"First, let me review the movie. This movie creeps me out, and I don't even believe in aliens! However, the movie has its flaws.<br /><br />There are three acts to this movie. Act One is perfect. It sets up the movie, and really builds up the creep factor. I must say the score is great! Everything is set up and it's set up perfectly.<br /><br />Act Two begins when Jillian, playing Sherry Burton, goes to the shrink. They hypnotize her, and she recalls the abduction. Act Two ruins the film when the aliens show up. ""Screaming Mad George"" did the effects for the aliens. I must say they did a good job, except with their depiction of the ""Gray"" aliens. No offense, but the Grays looked like inflatable door prizes.<br /><br />On a side note, I liked how they treated hypnosis in Acts One and Two. If you paid attention, you would notice that the husband and wife had two different memories. In the husband's version of events, the blue light zaps them and his wife says, ""Somebody's here,"" or something like it. It makes sense. The husband is concerned for his wife. ""Someone"" may hurt her. That's his issue. However in her version of events, she says, ""Help me!"" She does not say ""Somebody's here."" This also makes sense. The aliens are after her. Wanting her husband to help and save her is her issue. Now back to the film.<br /><br />Act Three turns the film into a gore fest. It begins with a ""strange"" ultrasound procedure. It's a typical gore fest, but it does have a surprise ending. I won't ruin it because it's actually an interesting development. <br /><br />The DVD and commentaries takes itself too seriously, but if you think Wilford Brimley saying ""Horsesh**"" is funny, you might want to check it out in the cast interviews section. Now on to my praise of Jillian McWhirter.<br /><br />I could only hope Jillian will read this. I had never seen her before, but wow, what a performance! Let me tell the rest of you this. First of all, this is supposed to be a serious film. The details I will now describe may sound campy and fun, like ""Humanoids From The Deep"" (1980), but it really isn't. Got that? Okay.<br /><br />Jillian is hot, naturally good-looking. She is naked for a lot of the film, a good thing. Unfortunately, she is usually being assaulted, terrorized, and raped, a very bad thing. However, she must act in a lot of this film naked. She gets points for overcoming that. She has to act happy, sad, horny, afraid, and physically hurt all in the span of a few moments. The turnaround of emotion is astounding! She has to cheer for joy when she learns she's pregnant. She has to scream in terror when the aliens take out her guts. She has to act very angry when her husband suggests that the baby isn't his. She has to act like she's in denial, saying nothing is wrong with her baby, when her husband says otherwise. A denial, I should note, that is really forced upon her by the aliens controlling her. I am talking Oscar-caliber performance here!<br /><br />Then there is the rape scene. It's disturbing, but since it's just some rubber alien, it's not too bad. In this scene, the alien is not a ""Gray"" alien, so I will describe it. The alien has tentacles, and it's kind of like a table. Jillian is on the table-like part, restrained by the tentacles. By her head is the alien's head. The alien's head is long, and it flips down so that its head is now above Jillian's legs. Then, the alien's hey-nanu-nanu comes out of his forehead. It's forehead! Sounds pretty campy, right? Well, Jillian plays it straight, and she pulls it off! She has to act like an alien with its hey-nanu-nanu coming from its forehead is raping her, and she pulls it off! It's a very intense scene, but that's not what makes it. You see, this scene is done in a flashback. What makes the scene is Jillian's performance recalling these events. She is just lying in a hospital bed under hypnosis recalling the alien abduction, but her acting here is more intense than the actual rape scene! How many actors can pull off a performance in a scene that describes a rape that is more intense than the scene with the rape? Not many! However, Jillian does it.<br /><br />I could go on and on. Jillian, if you ever read this, I want you to know that I, (name withheld) alias of MegamanX-1, believe you are the best actress ever. You are the best actress ever! I could only hope you read this and take it with you always.<br /><br />As for everyone else, ""Progeny"" (1999) is an Okay to Good film. I would recommend it.",positive
601,"Prussic gas, a murderer donning a red clansman suit and hood wielding a white whip, and the murders of college school girls at the hands of paid convicts enlisted by a mysterious mastermind who keeps his face hidden within an office containing aquariums of turtles and fish. The inspectors at Scotland Yard, Higgins(IJoachim Fuchsberger)and his superior Sir John(Siegfried Schürenberg)certainly have their hands full with this case. It all seems to center around student Ann Portland(Uschi Glas), who, when she turns 21, is to inherit a great deal of wealth. The girls who are targeted share a room with Ann, but the reason for their murders remains a mystery SY's finest must figure out. The staff of the girls' dormitory all seem to be hiding something and certain members of the faculty are falling prey to the killer in the red monk robe disguise, talented enough to precisely strangle the necks of those attacked with the whip. Two prisoners are commissioned by a mystery man to use the newly created toxic gas created by a scientist murdered at the beginning of the film during what was supposed to be a monetary exchange for his creation. It's a clever scheme where a driver, Greaves(Günter Meisner)meets the convicts(..who hide in a barrel)who are assisted by a corrupt prison guard. Taken blindfolded to the secret room of the mastermind, he gives them orders on who to kill and how. Uncovering this operation is a top priority for Higgins and Sir John for it will lead them to the truth they seek in regards to the murders and why they are happening. Under suspicion are girls' dormitory headmistress, her author brother, a sweaty, incredibly nervous chemistry teacher, a snooping gardener, and the Bannister. Some are red herrings until they are disposed of, throwing the viewer for a loop each time until the real mastermind is discovered. The ending features multiple twists. <br /><br />Out of the Krimi films I've seen, THE COLLEGE GIRL MURDERS is the closest to a giallo with it's colorful killer, a convoluted plot yielding lots of surprises and potential suspects, & sordid shenanigans between adults and the college girls at the dormitory. I think you can also see the influence of James Bond on this particular Krimi film with the villain mastermind's secret hideout with an alligator pit(..which isn't used), the fake bible/water pistol, when opened, fires the gas into the face of startled victims, the Greaves' Royles Royce which has latches that cause flaps to darken the windows without revealing the passenger in the back seat, and the peep holes used to spy on the girls in their rooms and while swimming. Many might consider Sir John a liability due to his bumbling, buffoonish behavior and how he often undermines Higgins' abilities to get at the truth(..perhaps poking fun at know-it-all British inspectors who harm a case more than solve it)..I felt he was used as comedy relief, particularly with his attempts at psychoanalyzing suspects and potential victims, often misunderstanding what are told to him. Higgins, using the skills adopted over his years as an investigator, instead follows the clues/facts, often avoiding Sir John as much as possible. Capable direction by the reliable Alfred Vohrer who keeps the pace humming at a nice speed, and the screenplay is full of interesting characters and lurid content..the fact that so many of the adults surrounding the dormitory are suspect, any of them might be the one wielding the whip or calling the shots behind those murdered girls' executions. I'd say this may be one of the best(..if not the best)examples of the Krimi genre, for it keeps you guessing, always one more ace up it's sleeve..the revelations unearthed at the very end are quite eye-opening(..and, you even get a literal unmasking of the real mastermind pulling the strings to top it all off).",positive
602,"Phantom Lady (1944) Dir: Robert Siodmak <br /><br />Production: Universal Pictures<br /><br />Scott Henderson (Alan Curtis), following a nasty fight and split with his wife, looks to drown his sorrows at the local watering hole. There he spies a woman in a similar emotional state and, looking for some companionship, asks her to a show at a club to get both their minds off their problems. She agrees, but only on the condition that they keep their names to themselves. Sure enough, when Scott gets home he finds the police there, waiting to question him. His wife's been murdered. Where were you at 8 o'clock this evening, asks Inspector Burgess (Thomas Gomez)? But Scott has an alibi, right? Only he doesn't know the woman's name. And the bartender remembers Scott but not the woman. Neither does the cab driver. Nor the drummer (Elisha Cook Jr.) at the club. Even the dancer at the club, who Scott clearly caught looking at the woman (they were both wearing the same hat), won't acknowledge there was someone with him. Something is going on, but whatever it is Scott is helpless to defend himself at a trial and is sentenced to death for his wife's murder (on the flimsiest 'evidence' in Hollywood judicial history). It's left to his loyal secretary, 'Kansas' (Ella Raines), who's later joined by a sympathetic Inspector Burgess, to find out the real killer before Scott is executed.<br /><br />Phantom Lady is built on themes that recur, almost compulsively, in Woolrich's work. For example, the schizophrenic antagonist is also seen in Black Angel and The Leopard Man. Additionally, there is the character who becomes mentally unhinged by the death of a sweetheart or spouse as found in Rendezvous in Black and The Bride Wore Black. It can leave a viewer feeling like he's treading on well worn ground. But in the right hands, the feverish plots, sorry dialogue, the narrative inconsistencies, all are beside the point. Fortunately, Phantom Lady was being guided by sound hands.<br /><br />This is Siodmak's first noir. He would go on to distinguish himself as one of the, if not the, preeminent practitioners of the style (The Killers, Criss Cross). Here he is fortuitously paired with cinematographer Woody Bredell (they would be reunited on Christmas Holiday and The Killers). There is some great storytelling done in the camera. In one shot, the deteriorating mental state of a character is shown as he sits in front of a 3-way mirror, suggesting multiple personalities. The same character, who is an artist, has Van Gogh's self portrait with the bandaged ear hanging on the wall in his apartment. But what Siodmak and Bredell are really doing in Phantom Lady is practically creating the look for noir. Released very early in 1944, it's all here; the wet pavement, the bags of atmosphere and dread, the sharply contrasting b&w, the wildly expressionistic versions of reality (when Kansas visits Scott in prison), the discordant shafts of light, etc. It is a terrific picture to look at.<br /><br />Franchot Tone aside, the cast, as well as the subject matter and relative inexperience of the director (and presumably, the budget), suggests 'B' movie ambitions. I thought Tone was a little hammy. Alan Curtis (High Sierra) is not up to much, and actually comes off pretty weak in a few scenes. Ella Raines is mostly good (and quite beautiful). Her 'sex scene' with Elisha Cook Jr. is so delirious it has to be seen to be believed. Another standout scene is when Kansas goes after the bartender to question him. It amounts to a chase scene, as she relentlessly dogs him through the streets, with a stop at a subway station. Some real good tension in there.<br /><br />*** out of 4",positive
603,"Director and FX man John Carl Buechler doesn't have to do much in order to terrify me; the sight of his name in the credits alone is enough to strike fear into my heart.<br /><br />His lamentable straight-to-video output in the 80s sat on the bottom shelf of the horror section at my local rental shop; twenty years later, and his DVDs occupy the same space. It seems that the more things change, the more they stay the same. You can rely on old JCB to serve up dreck, whatever the format and regardless of advances in movie-making technology.<br /><br />In this contemptible offering, a bunch of friends travel to a remote town where they discover the secret treasure hoard of Jeremiah Stone, AKA the forty-nineran evil, claim-jumping, cannibalistic miner who caused havoc in the mid-1800s. Before his death, Jeremiah cursed anyone who should find his gold, and it's not long before the pick-axe wielding killer is back, bumping off the hapless treasure seekers.<br /><br />With its dreadful script, unimpressive make-up effects and Scooby-Doo style villain, 'The Curse of the Forty-Niner' is par for the course for Buechler. Only genre stalwarts Keren Black, Richard Lynch and John Phillip Law lend this movie any credibility whatsoever, with the rest of the cast giving performances ranging from bad to awful (although I'll forgive Alexandra Ford, who is a complete hottie).<br /><br />Even fans of bad schlock horror will be disappointed since most of the women keep their clothes on, and a lot of the deaths occur off-screen (which is probably not such a bad thing since the on-screen deaths are pathetic).<br /><br />'The Curse of the Forty-Niner' is another in a long list of duds for John Carl.",negative
604,"The best thing I can say about this film is that it is well-paced. It did not fall flat. The next best things are the supporting performances by the actor playing foppish groom-to-be Edward, the always marvelous Holland Taylor, and the actor playing Taylor's husband. The actor helping to critique Messing's potential outfits in an early scene brings a delightful absurd-yet-winning quality to the proceedings. Okay, that's about it on the positive side.<br /><br />Dermot Mulroney, whom I adore, is far more believable expressing contempt for Messing than in any scene where he's attempting to be either businesslike or supporting. As others noted, he appears to have no emotional investment in this enterprise other than wrapping it up as quickly as possible. Messing, on the other hand, sincerely tries to carry the film and to create the illusion of chemistry with Mulroney. She is adequate doing so, but is simply not strong enough an actress to pull all of this off without help. Give her an ""E"" for effort and a ""C+"" for achievement. Given Mulroney's indifference, the one thing that could've helped Messing would have been a brilliantly cavalier Irons-esquire performance from the actor playing her ex-fiancé, Jeffrey. Instead, his performance is weak-kneed, mewling, and feckless.<br /><br />If I tried to analyze this one any further, I'd obviously be paying more attention than most of the people involved. It's harmless enough to pass time if you have nothing else to do, and less obnoxious (and less creative) than The Wedding Singer, but you're much better off watching ""My Best Friend's Wedding"" again.",negative
605,"***SPOILERS*** This film depicts the brutal bloodbath caused by the retirement of Johnny Carson to determine who would succeed him. The impersonations of David Letterman and Jay Leno are performed in a satisfactory way by John Michael Higgins and Daniel Roebuck, though the performances weren't great. Reni Santoni is the best-performing of the ""execs"" (he plays John Agoglia of NBC), and Warren Littlefield (played by Bob Baliban) is a close second. I was shocked at the way in which Littlefield eagerly discussed dumping Johnny Carson. This was Johnny Carson! This scene evinces the cut-throat, what-have-you-done-for-me-lately world of television. Kathy Bates delivered the best performance of the film as Jay's agent, Helen Kushnick. Another commenter asserted that Leno was portrayed as a simpleton in the film. I respectfully disagree. The relationship with Kushnick bordered on something akin to domestic violence. She orders him around, and, when he rebels against her at the end, she tries to play the sympathy card (mentioning her dead husband and son); however, when Jay terminates their relationship, she turns violent again, screaming ""Don't you leave me, you two-faced bastard!"" before smashing a picture on the floor. Overall, the movie is hilarious, and I wish that it were shown more often.",positive
606,"I saw this movie at a drive-in in 1959. Until ""Howard the Duck"" I considered this the worst movie I had ever seen. This movie tried to combine all the genera in one; comedy, horror, teenage angst, and the hot rod that must have sired ""My Mother, The Car."" Maybe it deserves a second viewing to see if it is an accurate reflection of it's time.",negative
607,"I'm dumbfounded. Yes that's right. I'm really caught here. No way did I find it awful, but on the other hand it was a frustrating experience in macabre hysterical and murky incoherency. The idea behind such a trim, minimal low-budget Indie production isn't bad, but it's a confused muddle and in the end didn't do anything for me. It's amateurish and simple; it wants to exploit beyond reasoning and do so in that of-late fashionably rapid filming style. We have the documentary laced (hand-held) camera moving everywhere (despite never leaving the van), and sometimes feeling unfocused and blurry making certain details hard to figure out. Lately you kind of get use to it, but there are times when it does become too distracting and even nauseating. Keeping it still will help. The context has little groundwork (which has five teenage girls on their way home from a football game late at night and becoming lost on the back roads. At a road-side store they become involved in a minor accident which smashes an unoccupied SUV headlight. Scared, they flee and not too long that one-light SUV appears behind them. Soon to make their night an unforgettable ordeal in terror) spending most of the time playing out a drawn out, noisy and relentless cat and mouse game. <br /><br />As for being disturbing I guess that depends. Some moments can make you squirm with its attention to pain, desperation and demented brutality (with good use of piercing sound FX that seem to be more favoured over the imagery and not forgetting the alienating background sound effects), but also I found myself snickering too. In passages it can be repellent and intense with a real gradual rush, but hardly believable. The injuries of random characters never seem as serious like you were to believe, despite obviously they should be. Watch how blood runs freely, but it's not entirely convincing and can get dull. The constant nocturnal car chase could only do so much before getting repetitive. We get screaming, spewing, bleeding, running, cursing, body fluids and so on. Quite unpleasant details followed too. With little really to do, it needed a much stronger script than the measly forced one that was penned up. Too many cringe-moments arose from it, and there was not much in the way of depth for the characters and situation they were in. It was about set-pieces, waiting for next torturous encounter and it drew it out long enough. Helping out is it had an unpredictable pattern. <br /><br />The performances; Jennifer Barnett, Angela Brunda, Danielle Lilley, Sandra Paduch and Mia Yi are workman-like with their distraught characters and draw an authentic chemistry to make up for the script's weaknesses in its character-foundation . Veronica Garcia's flipped-out, bug-eyed intensity as the loony driver of the SUV was something yeah something. Her character's real motivation for terrorising the girls and her unstable state of mind is virtually non-existent. I guess being psychotic was good enough. Now probably the most unnerving thing I came across in the feature was that hideous soundtrack. Terrible techno music, to cheesy hard-rock and an overwrought closing score. It never felt overdone or got in the way, but it did stick out like a sore thumb. Co-directors Greg Swinson and Ryan Thiessen try to get the most out of their slight resources, but even with it edgy spirit it ends up being something quite ramshackle. Maybe it was enjoyable to make, but watching it just wasn't the case.",negative
608,"Deeply humorous yet honest comedy about a bunch of grownups (Bill Paxton, Julie Warner, Kevin Pollak, Elizabeth Perkins, Vincent Spano, Matt Craven, and Diane Lane) who are invited back to spend a week to Tomawka, a camp in (Ontario) Canada by their former consuelor (Alan Arkin). Writer/director Mike Binder drew upon his experience at the same camp as the main source of creating a gentle and understanding yarn that makes sense. Also, the movie has plenty of funny moments, some of which are completely bizarre like my favorite, the one involves using masking tape. Newton Thomas Sigel (""The Usual Suspects"", ""Three Kings"") provides the film with some impressive shots of the Canadian wilderness. Among the cast, Sam Raimi, director of ""THE EVIL DEAD"" films and ""The Gift"", appears here as Arkin's bumbling right-hand man. One more thing, this film reassured me that a camp doesn't have to be a site of bloody murders.",positive
609,"We have moved far beyond this tentative foray into a forbidden area-drug addiction-for the 1950s. As such, the film may seem dated. The Man with the Golden Arm served its function is peeling back a layer of the underside of society, an eye-opener to a Southern country boy in 1955 when I first viewed this film in the theater. After some serious consideration about being too young, I was allowed to go. It was powerful and affecting then and still maintains some sharp, painful moments of the soul stripped naked. As a movie depicting the loneliness at the core of being, it succeeds.<br /><br />Filled with angst, Frank Sinatra, in his best role, creates a vulnerability that makes him sympathetic to the viewer. He conveys his helplessness and ineffectualness in a beautifully restrained performance. As a voice of common sense in the dead-end urban jungle, Kim Novak as Molly is quite good. She is compassionate and yet stands on solid ground. The interaction between Sinatra and Novak is really good. Darren McGavin plays a slimy character and does it very well. Eleanor Parker is superbly irritating and painfully insecure in her role of the pathetic Zosch, the crippled wife of Sinatra. Arnold Stang is another unlikely survivor of the street. Regarded as pitiful and despicable, his character Sparrow provides tart comedic moments. <br /><br />The music is almost the star of this film-brooding, frenetic, moody, poignant. Elmer Bernstein's score perfectly accentuates the tensions of Frankie Machine's spiritual weakness and physical need for heroin. Molly's theme is bittersweet and captures aurally what the film depicts visually. I know of no other soundtrack that effectively complements the tension and defeat within a man as effectively as does this one.",positive
610,The script is very weak & there is no depth in the characters. The story telling is not the importing thing here. The unnecessary action & Scenes does not really help this one. One of the worst movies in Sweden´s history of films.,negative
611,"First a quick 'shut up!' to those saying this movie stinks. You can't go to every movie expecting 'Citizen Kane'. This was actually a fun movie. Jason Lee is good in everything he does. The only flaw in this movie is, I don't think there was enough chemestry between Lee and Julia Stiles. They should have dwelled more on that. Other than that, the movie is good fun. Selma Blair needs to eat something. She's worrying me. But she still looks beautiful. So yes, I recommend this movie for a date or light saturday afternoon fun. Go see.<br /><br />RATING: **1/2 out of ****",positive
612,"What looks like a ho-hum Porky's rip-off turns out to be quite a touching film about being young and in love.<br /><br />The story concerns three friends, Gary, Ricky and David, who spend their after school hours looking for sex. When a new girl arrives in town Gary falls head over heels in love with her.<br /><br />The film goes from being a sleazy sex film to an examination of teenage insecurities. It is funny and sad at the same time. It never completely gives into that love story formula that seems prominent in every movie made. You know the guy meets girl, guy loses girl, guy gets girl back in the final frame formula. That formula is tossed aside after guy meets girl. Maybe that is why I liked the film so much.<br /><br />The soundtrack is especially good and the ending is a definite tear jerker. It also might be one of the most realistic endings I've ever seen in a love story.<br /><br />",positive
613,"SPOILERS BELOW<br /><br />`A Dog's Life' was most noteworthy for its excellent comic timing. In Charlie Chaplin's other movie from 1918, `Shoulder Arms', the silent film genius focuses on an entirely different brand of humor. His war comedy specializes in surreal, exaggerated set pieces in which Chaplin demonstrates unprecedented creativity and mastery of composition. When the soldier's bunker gets flooded, the water level reaches just the right height so that Chaplin can execute his gags most successfully. In a later scene, the soldier dresses up as a tree, a disguise that belies Chaplin's much increased ingenuity and goofiness. Naturally, when the enemy discovers his ruse, the soldier darts straight for the forest. The ensuing chase is a visual marvel: Chaplin not only hides the soldier from the Germans, but he uses the forest to mask the soldier from the audience, as well, such that the camouflaged soldier stands unblocked in the middle of the frame yet somehow remains invisible. All the while we thought our little hero was pulling a fast one on the German army; to our delight, the joke is on us, too.<br /><br />Rating: 8",positive
614,"Ahem.. I think I'll be the only one who's saying this but yes, I was a lil bored during the film. Not to say that this is a bad movie, in fact it's a very good attempt at portraying the innermost emotions - dilemma, sorrow, love.., esp it's the director's debut (read from somewhere, is it true?). I felt that something's not quite right, maybe it's just me, I'm not drawn to the characters enough to immerse me in their world. This is a simple story, about ordinary people, ordinary lives. Through simple and short dialogs, the director tries to relate a simple guy's life, and how copes with the news of his illness by laughing it away every time. Oh ya his laughter was kinda cute at first but gradually it gets to me, such a deep hearty roar for a gentle man! I must say, I didn't feel the impact that most readers felt, in fact I was more drawn to the trivial scenarios like spitting of watermelon seeds with his sis that clearly shows that they're comfortable with each other, the granny who came back for another shot - this is kinda melancholic, the thoughtful gesture of writing down the procedures for his dad - hmm but this is predictable.. Don't misunderstood that I'm an action-lover, independent films are my cup of tea! Perhaps I just have a really high expectation after watching many deep films that have stronger imagery. Some Asian films worth the watch: <br /><br />Tony Takitani (depicts loneliness) Wayward Cloud (only 1 dialog) My Sassy Girl (I like it!) 4.30 (loneliness as well) 15 (gangsters lives in local setting) Before sunrise and Before sunset (I just have to mention these even though they are not Asian films. Fans will understand!)",negative
615,"Ironically, what makes John Carpenter's ""The Thing"" such an entertaining sci-fi film are its genre-defying elements of mystery, suspense, and tight plot structure. It puts to shame such films as ""Aliens"" or ""Armageddon"" that are content to inundate the viewer with special effects while their plots revolve around stunts that butcher the laws of physics, testosterone-laden one-liners, heroes equipped with enough artillery to conquer Iraq, and pathetic attempts to inject ""meaning"" into the barrage on screen with ""emotional sequences"" that only serve to further insult the intelligence of the audience. The supreme tragedy, of course, is that these kind of lobotomized movies are also the most popular. I think that there is a cause for this, although it isn't very comforting. There is an increasing trend in our culture to passively ""surrender"" to the media -- to immerse oneself in the images we see without dedicating a single brain cell to comprehending the statement the work is trying to make. This mindset is becoming increasingly dominant in all arenas; even the once-hallowed print medium is being diluted, thanks to the abominable ""reader response"" theory that pervades our schools and the ""tabloid brigade"" that lines our magazine racks whose mentality appears to be infiltrating the once-venerable mainstream press. Nowadays, we just flip the switch and put our minds on ""pause."" Is ""The Thing"" a ""good"" movie? For the rare individual who still values his faculty of reason, a more appropriate term would be ""entertaining."" Its plot keeps one guessing, its ending is uncompromising, and it has some redeeming statements to make about human paranoia. Upon subsequent viewings, one begins to note a conspicuous lack of depth in the acting, but the taut storyline remains compelling. Of course, ""Citizen Kane"" it's not, but then again sci-fi never was a thinking-man's genre...",positive
616,"Four things intrigued me as to this film - firstly, it stars Carly Pope (of ""Popular"" fame), who is always a pleasure to watch. Secdonly, it features brilliant New Zealand actress Rena Owen. Thirdly, it is filmed in association with the New Zealand Film Commission. Fourthly, a friend recommended it to me. However, I was utterly disappointed. The whole storyline is absurd and complicated, with very little resolution. Pope's acting is fine, but Owen is unfortunately under-used. The other actors and actresses are all okay, but I am unfamiliar with them all. Aside from the nice riddles which are littered throughout the movie (and Pope and Owen), this film isn't very good. So the moral of the story is...don't watch it unless you really want to.",negative
617,"The problems with Nikhil Advani's Salaam-e-Ishq are many. A one-line concept that looks good on paper (which also worked in an earlier English film - Love Actually) goes terribly wrong thanks to inept and shallow writing. A well-intentioned idea gets crushed to smithereens under the weight of its own gargantuan ambition. A director so completely besotted by his own much applauded first film goes overboard with the devices that worked in his earlier film (Kal Ho Na Ho) - try counting the number of times the device of split screens is used in this flick. The problem is - what worked fabulously in Kal Ho Na Ho were the emotional excesses of the Karan Johar school of film-making, but here, 'emotion' doesn't quite grace us with its appearance on the screen - no, not even cursorily. The writer/ director gives us 'six relationships with one common problem - love', but where is the intensity, where is the depth, where is the 'emotion'? A 'tribute to love' sans emotion? And one that goes on and on and on...... Nah, it just cannot work! <br /><br />In my opinion, the basic requirement for a portmanteau film like this to work is that not only should each individual story be 'complete', it should - in some way or the other - follow the graph of the traditional three-act structure (screen writing guru, Syd Field's Paradigm). That's the real reason why Salaam-e-Ishq didn't work for me. None of the stories had any depth or a roller-coaster ride of emotional ups and downs one expects in mainstream Hindi cinema. Also, the linkage between some of the stories seemed tenuous and very forced. It's not clear what Salman Khan is doing at Ayesha Takia's wedding. If he was required to be present at the wedding scene for a neat wrap-up, why not conjure a few more coincidences and bring the other two couples also to the wedding? That would be neater.<br /><br />But yes, some of the stories did have a lot of promise. For one, the Anil Kapoor-Juhee Chawla story tries to address a very real situation - mid-life crisis, but its journey is so linear that you're left wondering if it was really an issue. Similarly, the problem of commitment in the Akshaye Khanna-Ayesha Takia story is also true to life. If only it was developed a little better. I felt that the more promising stories in this mish-mash were told from the male point of view, which is fine, but it brings down the emotional quotient of these stories because the female characters - Juhee Chawla and Ayesh Takia in particular - have all the depth of a half-filled bath tub. Wasn't this film supposed to be about '12 different lives'? Now the actors. John Abraham still needs to learn acting, while Vidya Balan is dependable and endearing as ever. Anil Kapoor gets a role written just for him but sometimes overplay the boredom of his character. Since she didn't get a meaty character to portray, Juhee Chawla uses her charming smile and natural acting style to cover up for it. Akshaye Khanna is fine despite going a trifle over-the-top in a few scenes. Ayesha Takia has nothing much to do, but she does remind us that she's the same girl who surprised us with her bravura performance in Dor. Govinda tries to make up for that HUGE mistake called Bhagam Bhag, and succeeds to a large extent.<br /><br />That brings me the most irritating track of the film (which unpardonably ends up hogging the maximum screen time) - Salman Khan and Priyanka Chopra. The track is irritating mainly because of them. But I must credit them for their consistency. They're consistently BAD all through the film. Priyanka could well be the next queen of hamming - I don't buy the crap that her role (that of an 'item girl') required her to act over-the-top. Somebody should tell her the difference between being flamboyant because the character demands it and downright hamming. If you've seen Rakhi Sawant (who seems to be the inspiration behind this role) in her interviews and Bigg Boss you'll know what I mean. I strongly feel that if Nikhil Advani had taken Rakhi Sawant in this role rather than a bigger star like Priyanka, the story would have worked better. Salman Khan's phony accent is.....well, Shannon Esra's Hindi is less accented than Salman's.<br /><br />To be fair to the director, he does manage to add some good directorial touches to the film. I particularly liked the use of grey as the predominant color in the Anil Kapoor-Juhee Chawla story as a metaphor for their boring existence, and the bright colors that come into the story with the arrival of the other woman. But will anyone choose to paint their house in varying, depressing shades of grey? That's acceptable cinematic license I would say. But when the film runs almost for 4 hours, it almost feels like the director is trying too hard to give the audience a glimpse of his 'touch' in an endlessly meandering montage of uninspiring sequences.<br /><br />Maybe Nikhil Advani wants us to sit in the theatre for as long as is humanly possible- pata nahin, kal ho na ho.",negative
